source_path,filename,sha256,bytes,category,reason,internal_hash_group_size,v2_exact_matches
create_inverse_word_notebook.py,create_inverse_word_notebook.py,4e7f892403997e1581b4ddef9997c95e67c5f55009aba2cf91c8b36aae36f1af,4756,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
create_notebook.py,create_notebook.py,25e74d83f11afb68d0abf65cb7f262aecd3340a2e9ba93f10dea1171ac603c36,5654,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
csv_repository.py,csv_repository.py,de1655fed29619def75124d50cc79c0aedb9d456d9fdeeeb44db2448ae02dd8d,1921,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
dataset.py,dataset.py,22d9f94a3a7f3dd524e56c184d7c2314937c1bf8a87259adf4870616168468f0,1322,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
deep_wide_sweep.py,deep_wide_sweep.py,784cbcded781c4aa0093b0ef5a6e76423f101369808921679e05684a6e125017,30554,added_tier_a,"Exact layered-state math, phase moments, cross energy, chiral radius and tridiagonal relation-gap solver.",1,
echo_gates.py,echo_gates.py,0d51828b27727f00bbc13b83eb456e90f11042c921a7c8ce0be3c07a76920abf,6799,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/echo_gates.py,1,math_candidates/echo_gates.py
echo_metrics.py,echo_metrics.py,cfa2e7e2ce458246f163b278483dd7357a21d9e40071eecf35400f172429142a,12201,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/echo_metrics.py,1,math_candidates/echo_metrics.py
exact_second_pass.py,exact_second_pass.py,485ff3e29db88dc48f426b7835cdd5860fa4cf601b606f541f8e1a1a73fdd2b8,4463,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/exact_second_pass.py,1,math_candidates/exact_second_pass.py
execute_notebook.py,execute_notebook.py,fd4d8a4c75ca94e9a9b785ea7ee85861dfd29e9ec3d499060c85daa58cdc4990,783,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
experiment.py,experiment.py,cd287c1afd09e89932a64156c8d3e406373aebd76c90e0ae268b69ca4085a6cb,820,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
experimental_consequences_sympy.py,experimental_consequences_sympy.py,03d73f07fd43ec068e90059deeaac6301df9c58ce09dfebc51b4175efe249c0b,3054,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/experimental_consequences_sympy.py,1,math_candidates/experimental_consequences_sympy.py
extension_closure_sympy.py,extension_closure_sympy.py,55d46f90505e439d5cc7aa80d0f30f8f05fb3178461edf2d207a9d670d842b7e,6363,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/extension_closure_sympy.py,1,math_candidates/extension_closure_sympy.py
farey_balanced_anchor_kernel.S,farey_balanced_anchor_kernel.S,0520a10a12a9be89756b7408bdf883036774a2832f43cde455b621ef3ef948c9,1398,added_tier_a,Low-level balanced Farey/Fibonacci trace kernel to an endogenous product floor.,1,
farey_balanced_anchor_runner.c,farey_balanced_anchor_runner.c,b13492986251679b50faaf42ed4964f62d2729a4c4c62b9625405e6c6027eee6,2523,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
fibonacci.py,fibonacci.py,31d098d75a1c170493f3921678945f31f6dadb7d697592b031062dd333102081,1079,support_dependency,Support for certifier.py.,1,
finalize_package.py,finalize_package.py,97fff957f59651a864151766bcd48f5e23d46b2ec0993e831302ccdc683746ad,1881,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
finalize_prediction_evaluation.py,finalize_prediction_evaluation.py,915550602cae0c0f7333ffe3e5191742e3d16d4c374ff037777f8f19e703edfa,2799,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
first_b_germ_sector.py,first_b_germ_sector.py,563260d1a7c9e99f1a480a66e330872d758a8b49651951793bc26558c96a2b0d,8103,added_tier_b,"Exact SymPy germ intervals, B update, reflection/commutation and recovered matrix controls.",1,
first_b_r_construction.py,first_b_r_construction.py,e0c62aaa62daddc4dd9e7bf0d23062fededc2542767c13be21bf9f89de83f1af,2781,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
first_b_relational_orthad.py,first_b_relational_orthad.py,323862f6e18c7f1b99093157578776ec81b609a18b158085089bcd2deb279981,4906,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/first_b_relational_orthad.py,1,math_candidates/first_b_relational_orthad.py
first_b_unimodular_orthad.py,first_b_unimodular_orthad.py,0067cc7bda0021f013279091760cb2bf70260244d8d39df5a7b4f7b1575c9da2,5208,added_tier_b,Concise exact 2x2 unimodular/symplectic shear and alternating-form transport machinery.,1,
first_l_emergence_cascade.py,first_l_emergence_cascade.py,4070a94256fa7fe19d5bc2266fcb39b1e169a659faf6cc3db3f6dd1d963e4a03,25185,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/first_l_emergence_cascade.py,1,math_candidates/first_l_emergence_cascade.py
first_l_hierarchical_relation_grid.py,first_l_hierarchical_relation_grid.py,0ef7c40ee86dfbaba2562014a20a935423d5a6a043fc392497ef0863a79db614,23609,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/first_l_hierarchical_relation_grid.py,2,math_candidates/first_l_hierarchical_relation_grid.py
first_q_relational_orthad.py,first_q_relational_orthad.py,8c0021e98ae104752185b063f6e5acf342caeacd1253a1d2807ec91a9122d2ca,10076,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/first_q_relational_orthad.py,1,math_candidates/first_q_relational_orthad.py
fix_commutator_residual_figure.py,fix_commutator_residual_figure.py,caf02f7f336717ecc015b261200999349822c71e801df059b6e3ca1543f9586d,3331,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
four_predeep_closure.py,four_predeep_closure.py,35f2833cc4b4c3964f931f2b09843fe07f13e4a2ae7a8ee2c606164b73dd11b6,38975,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/four_predeep_closure.py,1,math_candidates/four_predeep_closure.py
gauge.py,gauge.py,0738a7195776f9aaa1433c638e504e27e59f3b42ef2d022e485f6bb45847c16c,12460,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/gauge.py,1,math_candidates/gauge.py
generate_example_csvs.py,generate_example_csvs.py,fb70d61749b6cc89f7e0ba2da8c1a2e177202cf37344f80e6abdd7f118020404,519,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
generate_figures.py,generate_figures.py,032aa67ef34fbc56579306d26f4903d59c279d74366160eaa92b32257f6c12b1,2418,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
generate_local_cargo_lock.py,generate_local_cargo_lock.py,6d8c0958c1c8b83bf3ab6f879094b2dd51cf936e3423fc7a9e4ca7b124c9b4c4,1229,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
generate_phase_calculus_tdahe_figures.py,generate_phase_calculus_tdahe_figures.py,25cbfbefc5fbe16896817d856725d5605ce2bc0bc6a988a5610b6c789065dca6,23510,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
generative_lattice.c,generative_lattice.c,f3d64a9d0edb179e650df36c7082dcc1f1593df638f17595b3899409bdc8acc5,25888,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
generator_v0_reference.py,generator_v0_reference.py,0e5dd79107dcd3bf2b50b4f94d139ae00f2fbc9b3938fcadddc4933a04c311ed,7182,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
gridcheck.py,gridcheck.py,74695558165859af7abe78242b4dc4f01f10b501c2a031b316feebf66e8b3beb,1196,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
harness_Tdelta_balanced.c,harness_Tdelta_balanced.c,8a213f37a2930f883aa88122591e75da04633713141cb64f66732335b39c02ef,1297,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
head_to_head_eml_sympy_audit.py,head_to_head_eml_sympy_audit.py,80aae3d9d49945d3c968a52c65df42f89ae0d7ac3c0b650737e59f7432b8a8b8,2474,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
heisenberg.py,heisenberg.py,fdc68df28d9348153b107c477440f105fdaa9adc84c17c79535606b50276c645,1124,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/heisenberg.py,1,math_candidates/heisenberg.py
independent_audit.py,independent_audit.py,a21ebfea2544f9f97cfa9eda4928fa6675bcb7550a138ae13784a68e73292cd6,11595,test_build_verification_benchmark,Validation/benchmark/test artifact rather than a reusable math/solver implementation.,1,
init_package.py,init_package.py,a0e48a0d729046c84108b801a99bc2f380800765431bbd784f72205c83591850,3487,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
interface_oracle.py,interface_oracle.py,fca12efea9deeefd8f597297f197db80c27652e051d3f22d38fa74a4b5e958b6,14237,superseded_semantic_duplicate,Superseded by orthad_closed_form.py.,1,
intervals.py,intervals.py,c161c02975e9e157cc1b11dd7f4fd3bb57d6c100d490f34e6d6c02809fd43224,1968,added_tier_a,Deterministic real interval root solver and real Lambert-W / x+sin bracketing.,1,
invariants.py,invariants.py,c0a71a15f55ecb4ddc1048f529797375fcea0a797bd45803c06379f21fc6e5f2,15969,added_tier_b,"Trace morphology math: components, polar/radial profiles, harmonic spectra, shell/ring/IoU invariants.",1,
jacobian_sheet_custody.py,jacobian_sheet_custody.py,63b4bb70d04abbb7cc56a96e68ebb8bf7c078ffeff0da74d404d2fb0a431ab25,7951,added_tier_a,"Exact symbolic Jacobian/sheet custody, weighted-fiber identity and covariance checks.",1,
json_io.py,json_io.py,29d3f70c1f99a4fea5f99be15e5713a09bff16136f8d9e6c1918400d8db80eb0,474,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
json_repository.py,json_repository.py,253a42be0cb63844d4b208d3a9342c17aebc2b968b1cd010cf1da21e9d44281e,424,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,1,
kg_reference_adapter.py,kg_reference_adapter.py,0815aaa530949da59a97c64fcdb6ce2f4649059ec3ff0027e9cc28966ee0ae0a,8658,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: math_candidates/kg_reference_adapter.py,1,math_candidates/kg_reference_adapter.py
lib (100th copy).rs,lib (100th copy).rs,ada37eb6feed061ef69e934d6511b1fed5cd40d7d5a280c2bcfcf3a8983c9c88,33449,internal_duplicate,Exact duplicate inside third_sweep of lib (7th copy).rs,4,
lib (101st copy).rs,lib (101st copy).rs,8e1f46f47b8301a00bfbf3662ea9a3c0ae57ad2f7b92131e38938b24c820296c,18348,internal_duplicate,Exact duplicate inside third_sweep of lib (8th copy).rs,4,
lib (102nd copy).rs,lib (102nd copy).rs,81ec6434fc21ba9ba96f39743d88be4353b7dfb64ef325c6b32f74dcde18425a,19020,internal_duplicate,Exact duplicate inside third_sweep of lib (9th copy).rs,2,
lib (103rd copy).rs,lib (103rd copy).rs,23880dddf1dec1f7d066327fa9337875b381ed6052616d7c83201e0d1da13357,22154,internal_duplicate,Exact duplicate inside third_sweep of lib (10th copy).rs,4,
lib (104th copy).rs,lib (104th copy).rs,eee33b0bcc3818cd62892b37d25ed00e14b816b3fdc8fd2e986df0743327d72c,16634,internal_duplicate,Exact duplicate inside third_sweep of lib (11th copy).rs,4,
lib (105th copy).rs,lib (105th copy).rs,3eb3f620dba9dc404e7b54fef0bbb79d1a8ce1c93657384ca0977a27875d1f0d,23197,internal_duplicate,Exact duplicate inside third_sweep of lib (12th copy).rs,4,
lib (106th copy).rs,lib (106th copy).rs,adb3bf8f62e0c2be6ff9a1819f0d2ddc3f8c1fc6fc4216e191534c004055d2ed,20411,internal_duplicate,Exact duplicate inside third_sweep of lib (13th copy).rs,4,
lib (107th copy).rs,lib (107th copy).rs,d04c19be67a1d530e93039262d466294734b501139173841d9df648778abc38f,3570,internal_duplicate,Exact duplicate inside third_sweep of lib (14th copy).rs,6,
lib (108th copy).rs,lib (108th copy).rs,68f8f4ad905a5c9a262d9642c6fd3d93bd063dbd25b8f145105cfa5ba8d178d9,4333,internal_duplicate,Exact duplicate inside third_sweep of lib (15th copy).rs,4,
lib (109th copy).rs,lib (109th copy).rs,8cb4caf908c287e75a45ac78d81fee012dcd2b304e22f1d810d9408a14a4b012,9336,internal_duplicate,Exact duplicate inside third_sweep of lib (16th copy).rs,4,
lib (10th copy).rs,lib (10th copy).rs,23880dddf1dec1f7d066327fa9337875b381ed6052616d7c83201e0d1da13357,22154,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,4,
lib (110th copy).rs,lib (110th copy).rs,d068a9bbabb8e6d1f96b184cec73fadeab8465323dad0d261ad7af255f6e8259,52066,internal_duplicate,Exact duplicate inside third_sweep of lib (17th copy).rs,4,
lib (111th copy).rs,lib (111th copy).rs,5d059f3a9fbd7400f2246b599eec86e25a06d2c839831372a11183d32383fb33,10157,internal_duplicate,Exact duplicate inside third_sweep of lib (18th copy).rs,6,
lib (112th copy).rs,lib (112th copy).rs,0796729cc20b7da9285713926d1313edfccb67ac23bf855c99e8ff3d4595bcf9,15911,internal_duplicate,Exact duplicate inside third_sweep of lib (19th copy).rs,2,
lib (113th copy).rs,lib (113th copy).rs,5e3a1b4a8229df84f951135f5ed7bac59131f5edba9a39d2bc37cba2ab334467,15235,internal_duplicate,Exact duplicate inside third_sweep of lib (20th copy).rs,2,
lib (114th copy).rs,lib (114th copy).rs,a4919858fbd8e034e55300d9750ff0d04e50ec08601520d4c3f60b8554fe8531,14301,internal_duplicate,Exact duplicate inside third_sweep of lib (21st copy).rs,2,
lib (115th copy).rs,lib (115th copy).rs,cf019ca32b27ff3a98df29c21b0d255efc35a762a93fe90eb44edda198c45b51,10596,internal_duplicate,Exact duplicate inside third_sweep of lib (22nd copy).rs,2,
lib (116th copy).rs,lib (116th copy).rs,4d03a9b7fa599bc79ca3ca9ebf79ba5e1c666898f5cfec1242fe7848c2914419,24264,internal_duplicate,Exact duplicate inside third_sweep of lib (23rd copy).rs,2,
lib (117th copy).rs,lib (117th copy).rs,6ef24f24e8be91bbfb033040be4064ec662890ea78abe2054d5b67cc29110514,32811,internal_duplicate,Exact duplicate inside third_sweep of lib (24th copy).rs,2,
lib (118th copy).rs,lib (118th copy).rs,abc444459d9b312ebb1335c90b1a82c97dacddfb214fb5fb8ab7e57de5be95e9,17231,internal_duplicate,Exact duplicate inside third_sweep of lib (25th copy).rs,2,
lib (119th copy).rs,lib (119th copy).rs,057ada8242a33aef66c309eb39fc8fe906b0667e79f59902ea6913261ccaaea9,18381,internal_duplicate,Exact duplicate inside third_sweep of lib (26th copy).rs,2,
lib (11th copy).rs,lib (11th copy).rs,eee33b0bcc3818cd62892b37d25ed00e14b816b3fdc8fd2e986df0743327d72c,16634,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,4,
lib (120th copy).rs,lib (120th copy).rs,9f84a8223a6e80571692c0a7cc03032084078dbd99b0c673d43ccad5a23031a0,21569,internal_duplicate,Exact duplicate inside third_sweep of lib (27th copy).rs,2,
lib (121st copy).rs,lib (121st copy).rs,6b4beaf06e97a55e60e7ef3b36669ce7437a810c5df04ac7170df5bb0d3085b8,15753,internal_duplicate,Exact duplicate inside third_sweep of lib (28th copy).rs,2,
lib (122nd copy).rs,lib (122nd copy).rs,8d41c30e7cae5adb38bdeded5a8378a31606afc5faed16b8cf28db57cfa9a805,21601,internal_duplicate,Exact duplicate inside third_sweep of lib (29th copy).rs,2,
lib (123rd copy).rs,lib (123rd copy).rs,14e39f009cde88fb8e625de9cdba979e5650e79b9eff37bd7713fa0280002540,18285,internal_duplicate,Exact duplicate inside third_sweep of lib (30th copy).rs,2,
lib (124th copy).rs,lib (124th copy).rs,d04c19be67a1d530e93039262d466294734b501139173841d9df648778abc38f,3570,internal_duplicate,Exact duplicate inside third_sweep of lib (14th copy).rs,6,
lib (125th copy).rs,lib (125th copy).rs,53e12c723584a1f60c25b1bb5872312ee5ad72a24215f93e01d5dffd003db09b,4333,internal_duplicate,Exact duplicate inside third_sweep of lib (32nd copy).rs,2,
lib (126th copy).rs,lib (126th copy).rs,8e372e2ff6c0ec8eb3163b43478ed703cfc67412d045479e8451091e5d705b78,9333,internal_duplicate,Exact duplicate inside third_sweep of lib (33rd copy).rs,2,
lib (127th copy).rs,lib (127th copy).rs,f3ad73c0d16c0402e8824413a441757eea67759828f2b1739e4933ad4578b286,49552,internal_duplicate,Exact duplicate inside third_sweep of lib (34th copy).rs,2,
lib (128th copy).rs,lib (128th copy).rs,5d059f3a9fbd7400f2246b599eec86e25a06d2c839831372a11183d32383fb33,10157,internal_duplicate,Exact duplicate inside third_sweep of lib (18th copy).rs,6,
lib (129th copy).rs,lib (129th copy).rs,a39e4df1958674b4d70faeb712f39220db97b122ccf9a2c68f4662be140981e3,16592,internal_duplicate,Exact duplicate inside third_sweep of lib (36th copy).rs,4,
lib (12th copy).rs,lib (12th copy).rs,3eb3f620dba9dc404e7b54fef0bbb79d1a8ce1c93657384ca0977a27875d1f0d,23197,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,4,
lib (130th copy).rs,lib (130th copy).rs,4c46c226a0c5cf8ae2453e8983f078a4f31cc2e61d2bd5db6bbcb59fa9a31e5e,13899,internal_duplicate,Exact duplicate inside third_sweep of lib (3rd copy).rs,4,
lib (131st copy).rs,lib (131st copy).rs,edb816bc31f107a791a3963c576491d13d447bb479df06d49516d8d94cdeef8e,16586,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: new_candidates/rust/lib (another copy).rs,6,new_candidates/rust/lib (another copy).rs
lib (132nd copy).rs,lib (132nd copy).rs,700d5f1579b91717b7d64a3951b5dcd16dd456b0b20673a980d06d119e4e65f0,12069,exact_duplicate_v2,Exact SHA-256 duplicate of existing v2 content: new_candidates/rust/lib (3rd copy).rs,6,new_candidates/rust/lib (3rd copy).rs
lib (133rd copy).rs,lib (133rd copy).rs,d67e0e4b6a532b3f51ced41230c4a8d592a893474cf2a53e946a7f0e584c2dbe,24960,internal_duplicate,Exact duplicate inside third_sweep of lib (6th copy).rs,4,
lib (134th copy).rs,lib (134th copy).rs,ada37eb6feed061ef69e934d6511b1fed5cd40d7d5a280c2bcfcf3a8983c9c88,33449,internal_duplicate,Exact duplicate inside third_sweep of lib (7th copy).rs,4,
lib (135th copy).rs,lib (135th copy).rs,8e1f46f47b8301a00bfbf3662ea9a3c0ae57ad2f7b92131e38938b24c820296c,18348,internal_duplicate,Exact duplicate inside third_sweep of lib (8th copy).rs,4,
lib (136th copy).rs,lib (136th copy).rs,bf984a5a6fec257a62a22ce62e083c687d5e830d516a0d66e950159f5d504a3d,18782,internal_duplicate,Exact duplicate inside third_sweep of lib (43rd copy).rs,2,
lib (137th copy).rs,lib (137th copy).rs,23880dddf1dec1f7d066327fa9337875b381ed6052616d7c83201e0d1da13357,22154,internal_duplicate,Exact duplicate inside third_sweep of lib (10th copy).rs,4,
lib (138th copy).rs,lib (138th copy).rs,eee33b0bcc3818cd62892b37d25ed00e14b816b3fdc8fd2e986df0743327d72c,16634,internal_duplicate,Exact duplicate inside third_sweep of lib (11th copy).rs,4,
lib (139th copy).rs,lib (139th copy).rs,3eb3f620dba9dc404e7b54fef0bbb79d1a8ce1c93657384ca0977a27875d1f0d,23197,internal_duplicate,Exact duplicate inside third_sweep of lib (12th copy).rs,4,
lib (13th copy).rs,lib (13th copy).rs,adb3bf8f62e0c2be6ff9a1819f0d2ddc3f8c1fc6fc4216e191534c004055d2ed,20411,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,4,
lib (140th copy).rs,lib (140th copy).rs,adb3bf8f62e0c2be6ff9a1819f0d2ddc3f8c1fc6fc4216e191534c004055d2ed,20411,internal_duplicate,Exact duplicate inside third_sweep of lib (13th copy).rs,4,
lib (141st copy).rs,lib (141st copy).rs,d04c19be67a1d530e93039262d466294734b501139173841d9df648778abc38f,3570,internal_duplicate,Exact duplicate inside third_sweep of lib (14th copy).rs,6,
lib (142nd copy).rs,lib (142nd copy).rs,68f8f4ad905a5c9a262d9642c6fd3d93bd063dbd25b8f145105cfa5ba8d178d9,4333,internal_duplicate,Exact duplicate inside third_sweep of lib (15th copy).rs,4,
lib (143rd copy).rs,lib (143rd copy).rs,8cb4caf908c287e75a45ac78d81fee012dcd2b304e22f1d810d9408a14a4b012,9336,internal_duplicate,Exact duplicate inside third_sweep of lib (16th copy).rs,4,
lib (144th copy).rs,lib (144th copy).rs,d068a9bbabb8e6d1f96b184cec73fadeab8465323dad0d261ad7af255f6e8259,52066,internal_duplicate,Exact duplicate inside third_sweep of lib (17th copy).rs,4,
lib (145th copy).rs,lib (145th copy).rs,5d059f3a9fbd7400f2246b599eec86e25a06d2c839831372a11183d32383fb33,10157,internal_duplicate,Exact duplicate inside third_sweep of lib (18th copy).rs,6,
lib (146th copy).rs,lib (146th copy).rs,7a472856682c8d3a44c42f1d7e2b5fda53dc4c6d6dc04ce6f0e58f0054fd22ab,25551,internal_duplicate,Exact duplicate inside third_sweep of lib (94th copy).rs,2,
lib (14th copy).rs,lib (14th copy).rs,d04c19be67a1d530e93039262d466294734b501139173841d9df648778abc38f,3570,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,6,
lib (15th copy).rs,lib (15th copy).rs,68f8f4ad905a5c9a262d9642c6fd3d93bd063dbd25b8f145105cfa5ba8d178d9,4333,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,4,
lib (16th copy).rs,lib (16th copy).rs,8cb4caf908c287e75a45ac78d81fee012dcd2b304e22f1d810d9408a14a4b012,9336,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,4,
lib (17th copy).rs,lib (17th copy).rs,d068a9bbabb8e6d1f96b184cec73fadeab8465323dad0d261ad7af255f6e8259,52066,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,4,
lib (18th copy).rs,lib (18th copy).rs,5d059f3a9fbd7400f2246b599eec86e25a06d2c839831372a11183d32383fb33,10157,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,6,
lib (19th copy).rs,lib (19th copy).rs,0796729cc20b7da9285713926d1313edfccb67ac23bf855c99e8ff3d4595bcf9,15911,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (20th copy).rs,lib (20th copy).rs,5e3a1b4a8229df84f951135f5ed7bac59131f5edba9a39d2bc37cba2ab334467,15235,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (21st copy).rs,lib (21st copy).rs,a4919858fbd8e034e55300d9750ff0d04e50ec08601520d4c3f60b8554fe8531,14301,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (22nd copy).rs,lib (22nd copy).rs,cf019ca32b27ff3a98df29c21b0d255efc35a762a93fe90eb44edda198c45b51,10596,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (23rd copy).rs,lib (23rd copy).rs,4d03a9b7fa599bc79ca3ca9ebf79ba5e1c666898f5cfec1242fe7848c2914419,24264,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (24th copy).rs,lib (24th copy).rs,6ef24f24e8be91bbfb033040be4064ec662890ea78abe2054d5b67cc29110514,32811,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (25th copy).rs,lib (25th copy).rs,abc444459d9b312ebb1335c90b1a82c97dacddfb214fb5fb8ab7e57de5be95e9,17231,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (26th copy).rs,lib (26th copy).rs,057ada8242a33aef66c309eb39fc8fe906b0667e79f59902ea6913261ccaaea9,18381,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (27th copy).rs,lib (27th copy).rs,9f84a8223a6e80571692c0a7cc03032084078dbd99b0c673d43ccad5a23031a0,21569,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (28th copy).rs,lib (28th copy).rs,6b4beaf06e97a55e60e7ef3b36669ce7437a810c5df04ac7170df5bb0d3085b8,15753,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (29th copy).rs,lib (29th copy).rs,8d41c30e7cae5adb38bdeded5a8378a31606afc5faed16b8cf28db57cfa9a805,21601,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (30th copy).rs,lib (30th copy).rs,14e39f009cde88fb8e625de9cdba979e5650e79b9eff37bd7713fa0280002540,18285,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (31st copy).rs,lib (31st copy).rs,d04c19be67a1d530e93039262d466294734b501139173841d9df648778abc38f,3570,internal_duplicate,Exact duplicate inside third_sweep of lib (14th copy).rs,6,
lib (32nd copy).rs,lib (32nd copy).rs,53e12c723584a1f60c25b1bb5872312ee5ad72a24215f93e01d5dffd003db09b,4333,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
lib (33rd copy).rs,lib (33rd copy).rs,8e372e2ff6c0ec8eb3163b43478ed703cfc67412d045479e8451091e5d705b78,9333,not_promoted_after_semantic_review,Byte-distinct but not judged to add a sufficiently distinct/reusable math or solver capability beyond v2 and promoted files.,2,
